11.05,22:00,Starcraft 2. WardiTV,GungFuBanDa,Namshar,1xBET,1.525,2.445,OLIMPBET,1.34,2.93,1xBET GungFuBanda,65.768%,0.2961999999999989%,OLIMPBET Namshar,34.232%,0.29976000000000624%
11.05,22:00,Starcraft 2. WardiTV,GungFuBanDa,TLO,1xBET,2.22,1.63,OLIMPBET,1.28,3.29,1xBET GungFuBanda,59.709%,32.553980000000024%,OLIMPBET TLO,40.291%,32.55739%
11.05,22:00,Starcraft 2. WardiTV,GungFuBanDa,Soul,1xBET,1.37,3.01,OLIMPBET,2.24,1.56,OLIMPBET GungFuBanDa,57.333%,28.42592000000002%,1xBET TLO,42.667%,28.427670000000006%
