11.05,21:00,Dota-2. Isolation Cup,Nova Gaming,FlyToMoon 2.0,П1,1.5,П2,2.4
11.05,23:30,Dota-2. Isolation Cup,KVP,CR4ZY,П1,3.55,П2,1.25
11.05,23:00,Dota-2. WePlay! Pushka League. Плей-офф,VP.Prodigy,Team Secret,П1,3.6,П2,1.25
13.05,15:00,Dota 2. OGA Dota Pit,OG,HellRaisers,П1,1.75,П2,1.95
13.05,18:00,Dota 2. OGA Dota Pit,ViKin.gg,Natus Vincere,П1,2.65,П2,1.42
13.05,21:00,Dota 2. OGA Dota Pit,Team Secret,Virtus.Pro,П1,1.5,П2,2.4
14.05,00:00,Dota 2. OGA Dota Pit,Team Liquid,Ninjas in Pyjamas,П1,1.6,П2,2.2
14.05,15:00,Dota 2. OGA Dota Pit,HellRaisers,Natus Vincere,П1,1.6,П2,2.2
14.05,18:00,Dota 2. OGA Dota Pit,ViKin.gg,The Alliance,П1,3.2,П2,1.3
14.05,21:00,Dota 2. OGA Dota Pit,Virtus.Pro,Ninjas in Pyjamas,П1,1.35,П2,2.95
15.05,00:00,Dota 2. OGA Dota Pit,Team Liquid,Team Spirit,П1,1.45,П2,2.55
11.05,21:30,Dota-2. Cyber Cup: Spring Series,ViKin.gg,Heroic,П1,1.18,П2,4.2
12.05,09:00,Dota 2. Hephaestus Cup.,Denique,Team Adroit,П1,3.8,П2,1.22
11.05,21:00,Dota-2. WePlay! Pushka League. Плей-офф,Virtus.Pro,Team Liquid,П1,1.57,П2,2.25
12.05,02:00,Dota 2. WePlay! Pushka League. Дивизион 2,ViKin.gg,Yolo Knight,П1,1.08,П2,6.5
12.05,03:00,LoL. Brazilian Challenger Circuit,Santos e-Sports,Falkol e-Sports,П1,1.26,П2,3.45
13.05,03:00,LoL. Brazilian Challenger Circuit,Havan Liberty Gaming,Team One,П1,2.2,П2,1.6
