13.05,16:15,Rainbow Six. Six Masters,LFO,Wildcard Gaming,П1,2.56,П2,1.43
13.05,17:30,Rainbow Six. Six Masters,Elevate,Team SiNister,П1,1.52,П2,2.32
13.05,18:45,Rainbow Six. Six Masters,Team SiNister,Elevate,П1,2.32,П2,1.52
12.05,14:00,Starcraft 2. Alpha Pro Series,Patience,Dream,П1,3.29,П2,1.28
13.05,13:00,Starcraft 2. Alpha Pro Series,Astrea,Armani,П1,3.88,П2,1.2
12.05,18:30,Starcraft 2. Gold Series,Dragon Phoenix Gaming,Alpha X,П1,1.01,П2,9.75
13.05,15:30,Starcraft 2. GSL,Trap,Bunny,П1,1.21,П2,3.86
13.05,15:30,Starcraft 2. GSL,PartinG,soO,П1,2.63,П2,1.41
16.05,10:00,Starcraft 2. GSL,Maru,Ragnarok,П1,1.05,П2,7.45
16.05,10:00,Starcraft 2. GSL,Innovation,Zest,П1,1.4,П2,2.67
15.05,18:00,Starcraft 2. IntoTheAlphaX Pro Circuit,Rogue,TY,П1,2.16,П2,1.6
15.05,18:00,Starcraft 2. IntoTheAlphaX Pro Circuit,Zoun,Creator,П1,2.16,П2,1.6
17.05,16:00,Starcraft 2. IntoTheAlphaX Pro Circuit,Solar,Cure,П1,3.13,П2,1.3
17.05,16:00,Starcraft 2. IntoTheAlphaX Pro Circuit,Astrea,HURRICANE,П1,4.12,П2,1.18
11.05,22:00,Starcraft 2. WardiTV,GungFuBanDa,TLO,П1,1.28,П2,3.29
11.05,22:00,Starcraft 2. WardiTV,GungFuBanDa,Soul,П1,2.24,П2,1.56
11.05,22:00,Starcraft 2. WardiTV,Namshar,TLO,П1,1.79,П2,1.89
11.05,22:00,Starcraft 2. WardiTV,Namshar,Neeb,П1,3.88,П2,1.2
11.05,22:00,Starcraft 2. WardiTV,GungFuBanDa,Neeb,П1,2.93,П2,1.34
11.05,22:00,Starcraft 2. WardiTV,GungFuBanDa,Namshar,П1,1.34,П2,2.93
11.05,22:00,Starcraft 2. WardiTV,Neeb,TLO,П1,1.13,П2,4.87
11.05,22:00,Starcraft 2. WardiTV,Soul,TLO,П1,1.23,П2,3.62
11.05,22:00,Starcraft 2. WardiTV,Namshar,Soul,П1,2.93,П2,1.34
11.05,22:00,Starcraft 2. WardiTV,Neeb,Soul,П1,1.4,П2,2.69
15.05,17:00,Starcraft 2. WardiTV,Cure,TY,П1,1.8,П2,1.87
15.05,17:00,Starcraft 2. WardiTV,PartinG,soO,П1,2.74,П2,1.38
15.05,17:45,Starcraft 2. WardiTV,Cure,Solar,П1,1.3,П2,3.13
15.05,17:45,Starcraft 2. WardiTV,PartinG,TY,П1,2.24,П2,1.56
15.05,18:30,Starcraft 2. WardiTV,Cure,soO,П1,1.51,П2,2.35
15.05,18:30,Starcraft 2. WardiTV,TY,Solar,П1,1.38,П2,2.74
